"Sample","Line","Replicate","GC_to_AT","GC_to_CG","GC_to_TA","AT_to_GC","AT_to_CG","AT_to_TA","Total.snp","Coverage","Deletions","Insertions","Total.indels","Total_mutations"
"E481_POOLRET72_S296_L002",481,1,8,0,2,1,0,1,12,0.90270285,2,0,2,14
"E482_POOLRET73_S468_L003",482,1,8,1,1,2,0,4,16,0.952264994,4,1,5,21
"E483_POOLRET72_S381_L002",483,1,3,3,4,5,3,3,21,0.954836469,3,1,4,25
"E485_POOLRET72_S372_L002",485,1,8,4,4,8,1,4,29,0.821394677,5,1,6,35
"E486_POOLRET73_S531_L003",486,1,4,1,7,4,4,2,22,0.896482615,2,0,2,24
"E488_POOLRET72_S195_L002",488,1,6,3,3,4,3,4,23,0.943427584,6,2,8,31
"E489_POOLRET73_S488_L003",489,1,11,2,1,2,2,1,19,0.812021732,0,0,0,19
"E490_POOLRET72_S288_L002",490,1,7,3,3,1,1,1,16,0.896029862,2,0,2,18
"E491_POOLRET72_S214_L002",491,1,8,1,2,3,4,1,19,0.883829115,2,0,2,21
"E492_POOLRET73_S508_L003",492,1,5,0,1,2,2,3,13,0.861027409,3,2,5,18
"E493_POOLRET72_S227_L002",493,1,6,5,3,6,0,1,21,0.972312986,1,1,2,23
"E495_POOLRET72_S211_L002",495,1,8,2,0,6,1,3,20,0.92042989,1,2,3,23
"E496_POOLRET73_S535_L003",496,1,7,0,1,1,3,4,16,0.708326635,3,1,4,20
"E497_POOLRET73_S392_L003",497,1,11,2,7,2,4,3,29,0.941820716,3,2,5,34
"E499_POOLRET72_S231_L002",499,1,4,4,2,1,0,1,12,0.815676823,2,0,2,14
"H7GWFDSX7_E405_POOLRET74",405,1,11,3,1,0,1,3,19,0.975882094,7,4,11,30
"H7GWFDSX7_E412_POOLRET74",412,1,5,2,3,0,2,2,14,0.945762437,7,2,9,23
"H7GWFDSX7_E413_POOLRET74",413,1,2,2,1,3,2,3,13,0.9053391,3,5,8,21
"H7GWFDSX7_E423_POOLRET74",423,1,12,4,3,2,1,3,25,0.958716317,2,0,2,27
"H7GWFDSX7_E427_POOLRET74",427,1,7,1,5,1,1,5,20,0.912185432,3,1,4,24
"H7GWFDSX7_E428_POOLRET74",428,1,12,1,2,3,2,3,23,0.976327498,4,2,6,29
"H7GWFDSX7_E443_POOLRET74",443,1,6,2,2,4,1,3,18,0.976935547,3,1,4,22
"H7GWFDSX7_E446_POOLRET74",446,1,12,5,10,8,5,0,40,0.976929045,5,9,14,54
"H7GWFDSX7_E449_POOLRET74",449,1,4,3,5,4,2,2,20,0.809494101,2,1,3,23
"H7GWFDSX7_E450_POOLRET74",450,1,7,1,1,5,0,5,19,0.974346263,3,1,4,23
"H7GWFDSX7_E452_POOLRET74",452,1,8,3,2,3,3,1,20,0.903529173,1,1,2,22
"H7GWFDSX7_E453_POOLRET74",453,1,7,2,4,1,3,4,21,0.909042972,1,3,4,25
"H7GWFDSX7_E454_POOLRET74",454,1,7,0,3,5,1,1,17,0.825638363,2,0,2,19
"H7GWFDSX7_E455_POOLRET74",455,1,15,0,2,2,3,4,26,0.932200219,1,0,1,27
"H7GWFDSX7_E458_POOLRET74",458,1,5,4,4,1,2,2,18,0.568417187,2,2,4,22
"H7GWFDSX7_E459_POOLRET74",459,1,11,5,4,5,2,2,29,0.952239457,3,1,4,33
"H7GWFDSX7_E460_POOLRET74",460,1,9,2,5,4,3,3,26,0.976029372,6,1,7,33
"H7GWFDSX7_E461_POOLRET74",461,1,9,0,8,3,1,3,24,0.953559715,1,1,2,26
"H7GWFDSX7_E462_POOLRET74",462,1,8,2,3,2,1,5,21,0.919012479,2,4,6,27
"H7GWFDSX7_E463_POOLRET74",463,1,4,0,4,4,1,8,21,0.976506675,8,0,8,29
"H7GWFDSX7_E464_POOLRET74",464,1,5,4,4,2,1,4,20,0.952224908,3,2,5,25
"H7GWFDSX7_E466_POOLRET74",466,1,5,1,1,3,0,2,12,0.867845073,2,3,5,17
"H7GWFDSX7_E472_POOLRET74",472,1,2,1,1,2,2,3,11,0.973469005,3,2,5,16
"H7GWFDSX7_E477_POOLRET74",477,1,7,5,3,2,2,2,21,0.953206427,3,0,3,24
"H7GWFDSX7_E478_POOLRET74",478,1,4,3,5,3,2,4,21,0.972835898,3,1,4,25
"H7GWFDSX7_E479_POOLRET74",479,1,10,2,0,4,1,3,20,0.937390255,2,1,3,23
"H7GWFDSX7_E480_POOLRET74",480,1,7,3,3,0,1,4,18,0.882051595,3,1,4,22
"H7GWFDSX7_E484_POOLRET74",484,1,7,3,2,2,2,4,20,0.951846582,3,0,3,23
"H7GWFDSX7_E487_POOLRET74",487,1,7,0,3,4,2,1,17,0.852438727,0,0,0,17
"H7GWFDSX7_E494_POOLRET74",494,1,10,0,2,3,0,3,18,0.972975279,3,1,4,22
"H7GWFDSX7_E498_POOLRET74",498,1,5,2,3,3,0,4,17,0.933806728,11,4,15,32
"G201_POOLRET73_S509_L003",401,1,5,1,2,6,1,3,18,0.749102134,0,3,3,21
"G202_POOLRET73_S446_L003",402,2,3,3,4,2,1,1,14,0.906996014,0,1,1,15
"G203_POOLRET72_S273_L002",403,2,5,0,2,2,2,2,13,0.828891157,2,4,6,19
"G204_POOLRET73_S504_L003",404,2,4,0,1,4,2,6,17,0.90378869,1,0,1,18
"G206_POOLRET73_S465_L003",406,2,6,4,1,3,3,5,22,0.929086268,2,2,4,26
"G209_POOLRET72_S352_L002",409,2,17,6,8,5,3,4,43,92,2,2,4,47
"G210_POOLRET73_S494_L003",410,2,6,1,1,4,1,3,16,0.955425941,1,2,3,19
"G211_POOLRET73_S395_L003",411,2,6,2,4,2,2,5,21,0.823815823,5,1,6,27
"G212_POOLRET73_S396_L003",412,2,12,1,1,1,0,5,20,0.945762437,1,3,4,24
"G213_POOLRET72_S193_L002",413,2,6,0,2,3,0,3,14,0.9053391,1,1,2,16
"G214_POOLRET72_S332_L002",414,2,7,2,3,6,2,2,22,0.939628016,2,1,3,25
"G215_POOLRET72_S264_L002",415,2,9,1,0,2,2,6,20,0.920984082,2,1,3,23
"G216_POOLRET73_S502_L003",416,2,2,0,1,0,1,0,4,0.934357391,0,0,0,4
"G217_POOLRET73_S397_L003",417,2,5,1,2,4,0,1,13,0.758117095,1,0,1,14
"G218_POOLRET73_S521_L003",418,2,4,0,2,1,2,4,13,0.93812175,4,1,5,18
"G219_POOLRET73_S574_L003",419,2,6,2,0,3,1,3,15,0.869721808,3,0,3,18
"G221_POOLRET72_S308_L002",421,2,1,1,3,2,0,3,10,0.865003681,3,1,4,14
"G222_POOLRET72_S297_L002",422,2,4,5,3,2,0,1,15,0.915884208,6,3,9,24
"G223_POOLRET73_S451_L003",423,2,5,4,4,5,2,4,24,0.958716317,4,0,4,28
"G224_POOLRET73_S441_L003",424,2,6,1,3,2,2,5,19,0.935878096,3,1,4,23
"G226_POOLRET72_S258_L002",426,2,6,1,3,4,0,2,16,0.9463586,6,39,45,61
"G227_POOLRET72_S377_L002",427,2,10,0,5,3,2,3,23,0.912185432,0,1,1,24
"G229_POOLRET73_S539_L003",429,2,4,2,3,4,1,1,15,0.944404735,4,1,5,20
"G230_POOLRET73_S458_L003",430,2,4,0,2,2,1,1,10,0.956092432,2,0,2,12
"G231_POOLRET73_S457_L003",431,2,7,2,2,1,1,2,15,0.957279073,4,1,5,20
"G232_POOLRET73_S558_L003",432,2,4,1,3,2,0,1,11,0.777747294,1,1,2,13
"G233_POOLRET72_S242_L002",433,2,7,1,0,0,2,2,12,0.823912845,1,0,1,13
"G234_POOLRET72_S215_L002",434,2,1,2,1,1,1,1,7,0.777353911,2,0,2,9
"G235_POOLRET73_S570_L003",435,2,7,2,1,0,2,0,12,0.730347657,1,1,2,14
"G237_POOLRET72_S307_L002",437,2,1,0,3,4,1,2,11,0.934819258,1,4,5,16
"G239_POOLRET73_S444_L003",439,2,0,1,2,1,1,1,6,0.904403779,2,0,2,8
"G241_POOLRET73_S452_L003",441,2,7,1,1,2,0,1,12,0.934730742,3,0,3,15
"G242_POOLRET72_S286_L002",442,2,2,0,2,2,1,5,12,0.944196851,3,0,3,15
"G244_POOLRET73_S408_L003",444,2,6,4,2,1,0,3,16,0.947487975,3,4,7,23
"G245_POOLRET73_S519_L003",445,2,10,1,1,4,5,5,26,0.942753166,1,0,1,27
"G247_POOLRET73_S530_L003",447,2,4,2,2,1,4,1,14,0.932121754,0,2,2,16
"G248_POOLRET73_S387_L003",448,2,4,1,2,1,0,1,9,0.953910072,1,1,2,11
"G249_POOLRET72_S198_L002",449,2,5,1,3,1,1,1,12,0.809494101,2,0,2,14
"G252_POOLRET73_S481_L003",452,2,10,4,1,1,1,1,18,0.903529173,3,3,6,24
"G253_POOLRET73_S431_L003",453,2,6,2,2,2,5,1,18,0.909042972,2,1,3,21
"G254_POOLRET73_S447_L003",454,2,2,0,1,3,1,3,10,0.825638363,1,0,1,11
"G255_POOLRET72_S237_L002",455,2,7,2,3,2,3,4,21,0.932200219,2,2,4,25
"G257_POOLRET73_S540_L003",457,2,6,3,2,4,2,2,19,0.873491651,2,2,4,23
"G258_POOLRET73_S473_L003",458,2,6,4,3,1,0,1,15,0.568417187,0,0,0,15
"G259_POOLRET73_S428_L003",459,2,6,4,2,0,2,2,16,0.952239457,3,1,4,20
"G261_POOLRET72_S254_L002",461,2,8,1,5,4,1,5,24,0.953559715,0,1,1,25
"G262_POOLRET73_S394_L003",462,2,4,1,4,6,1,5,21,0.919012479,2,3,5,26
"G264_POOLRET73_S470_L003",464,2,6,0,4,5,6,2,23,0.952224908,7,5,12,35
"G265_POOLRET72_S298_L002",465,2,6,2,3,4,2,2,19,0.761553992,1,3,4,23
"G266_POOLRET73_S407_L003",466,2,5,2,4,1,2,1,15,0.867845073,3,1,4,19
"G268_POOLRET72_S342_L002",468,2,5,2,1,4,3,1,16,0.711131273,1,0,1,17
"G269_POOLRET73_S573_L003",469,2,4,2,4,3,0,0,13,0.594894426,0,0,0,13
"G270_POOLRET72_S345_L002",470,2,3,1,1,3,0,3,11,0.959252082,0,1,1,12
"G271_POOLRET73_S413_L003",471,2,6,2,2,2,2,2,16,0.88022047,1,1,2,18
"G273_POOLRET73_S525_L003",473,2,5,2,2,1,1,0,11,0.833646279,2,1,3,14
"G274_POOLRET72_S271_L002",474,2,5,1,2,5,2,1,16,0.957659075,2,0,2,18
"G277_POOLRET72_S364_L002",477,2,4,1,2,5,2,1,15,0.953206427,0,5,5,20
"G279_POOLRET72_S305_L002",479,2,6,4,7,1,0,1,19,0.937390255,2,0,2,21
"G280_POOLRET73_S487_L003",480,2,9,1,1,3,3,3,20,0.882051595,1,2,3,23
"G281_POOLRET73_S422_L003",481,2,3,1,2,1,1,4,12,0.90270285,3,2,5,17
"G282_POOLRET72_S248_L002",482,2,7,4,1,5,1,5,23,0.952264994,2,4,6,29
"G283_POOLRET73_S427_L003",483,2,4,1,0,2,2,0,9,0.954836469,0,2,2,11
"G284_POOLRET73_S463_L003",484,2,3,3,3,3,3,2,17,0.951846582,2,3,5,22
"G285_POOLRET72_S325_L002",485,2,10,3,1,3,5,2,24,0.821394677,10,6,16,40
"G286_POOLRET73_S548_L003",486,2,5,2,2,1,2,1,13,0.896482615,1,1,2,15
"G287_POOLRET73_S549_L003",487,2,4,2,2,2,1,1,12,0.852438727,2,1,3,15
"G289_POOLRET73_S537_L003",489,2,5,2,3,5,0,0,15,0.812021732,1,0,1,16
"G290_POOLRET73_S426_L003",490,2,7,0,6,1,1,1,16,0.896029862,1,0,1,17
"G295_POOLRET73_S434_L003",495,2,9,1,2,4,1,1,18,0.92042989,1,2,3,21
"G296_POOLRET73_S386_L003",496,2,5,0,2,1,0,0,8,0.708326635,0,1,1,9
"G297_POOLRET72_S331_L002",497,2,6,1,5,4,2,1,19,0.941820716,4,3,7,26
"G298_POOLRET72_S306_L002",498,2,7,4,5,5,4,9,34,0.933806728,5,0,5,39
"G299_POOLRET72_S349_L002",499,2,6,0,1,0,1,2,10,0.815676823,5,1,6,16
"H7GWFDSX7_G200_POOLRET74",400,2,10,1,2,2,2,4,21,0.969513942,2,1,3,24
"H7GWFDSX7_G205_POOLRET74",405,2,10,2,2,1,2,3,20,0.975882094,2,1,3,23
"H7GWFDSX7_G207_POOLRET74",407,2,7,1,4,5,1,1,19,0.930587039,4,1,5,24
"H7GWFDSX7_G208_POOLRET74",408,2,8,6,2,1,2,4,23,0.970537142,9,3,12,35
"H7GWFDSX7_G220_POOLRET74",420,2,7,3,6,4,0,4,24,0.946096002,1,0,1,25
"H7GWFDSX7_G225_POOLRET74",425,2,4,2,3,1,2,3,15,0.95143863,0,0,0,15
"H7GWFDSX7_G228_POOLRET74",428,2,5,0,1,3,0,4,13,0.976327498,3,3,6,19
"H7GWFDSX7_G236_POOLRET74",436,2,5,3,4,8,2,7,29,0.961339145,2,1,3,32
"H7GWFDSX7_G238_POOLRET74",438,2,2,3,2,2,2,4,15,0.971760877,5,0,5,20
"H7GWFDSX7_G240_POOLRET74",440,2,5,2,2,2,2,2,15,0.913801812,3,0,3,18
"H7GWFDSX7_G243_POOLRET74",443,2,4,0,3,3,0,4,14,0.976935547,2,0,2,16
"H7GWFDSX7_G246_POOLRET74",446,2,4,3,1,1,1,6,16,0.976929045,3,0,3,19
"H7GWFDSX7_G250_POOLRET74",450,2,5,1,2,4,1,4,17,0.974346263,6,2,8,25
"H7GWFDSX7_G251_POOLRET74",451,2,8,0,3,5,1,2,19,0.809340969,1,0,1,20
"H7GWFDSX7_G256_POOLRET74",456,2,3,1,1,3,0,5,13,0.939455929,4,0,4,17
"H7GWFDSX7_G260_POOLRET74",460,2,9,1,2,5,0,2,19,0.976029372,3,0,3,22
"H7GWFDSX7_G263_POOLRET74",463,2,4,1,2,1,3,3,14,0.976506675,1,0,1,15
"H7GWFDSX7_G267_POOLRET74",467,2,6,2,3,1,1,1,14,0.84430228,1,3,4,18
"H7GWFDSX7_G272_POOLRET74",472,2,3,0,0,1,0,0,4,0.973469005,1,0,1,5
"H7GWFDSX7_G275_POOLRET74",475,2,4,1,0,1,0,1,7,0.683698052,3,0,3,10
"H7GWFDSX7_G276_POOLRET74",476,2,4,2,3,4,0,3,16,0.960460003,2,0,2,18
"H7GWFDSX7_G278_POOLRET74",478,2,4,1,2,2,2,4,15,0.972835898,1,2,3,18
"H7GWFDSX7_G288_POOLRET74",488,2,7,1,0,7,3,2,20,0.943427584,1,3,4,24
"H7GWFDSX7_G291_POOLRET74",491,2,6,2,0,5,1,1,15,0.883829115,1,0,1,16
"H7GWFDSX7_G292_POOLRET74",492,2,8,1,2,1,1,0,13,0.861027409,3,1,4,17
"H7GWFDSX7_G293_POOLRET74",493,2,8,2,2,1,2,1,16,0.972312986,2,1,3,19
"H7GWFDSX7_G294_POOLRET74",494,2,9,2,0,6,0,4,21,0.972975279,2,2,4,25
