"Sample","GC_to_AT","GC_to_CG","GC_to_TA","AT_to_GC","AT_to_CG","AT_to_TA","Total.snp","Coverage","Deletions","Insertions","Total.indels","Total_mutations"
"E439_POOLRET73_S425_L003",8,0,3,3,1,1,16,0.904403779,3,0,3,19
"E440_POOLRET73_S385_L003",5,2,3,3,1,2,16,0.913801812,2,2,4,20
"E441_POOLRET72_S363_L002",6,1,3,4,1,0,15,0.934730742,0,2,2,17
"E442_POOLRET72_S350_L002",4,2,3,0,1,1,11,0.944196851,1,6,7,18
"E444_POOLRET73_S442_L003",2,0,4,4,5,4,19,0.947487975,2,0,2,21
"E445_POOLRET73_S401_L003",12,4,3,5,0,2,26,0.942753166,1,2,3,29
"E447_POOLRET73_S430_L003",4,1,2,6,4,1,18,0.932121754,4,2,6,24
"E448_POOLRET73_S543_L003",4,2,2,4,0,1,13,0.953910072,2,0,2,15
"E451_POOLRET72_S252_L002",5,5,2,2,2,0,16,0.809340969,1,0,1,17
"E456_POOLRET72_S356_L002",6,0,3,0,1,1,11,0.939455929,2,1,3,14
"E457_POOLRET73_S512_L003",4,2,1,5,1,4,17,0.873491651,0,0,0,17
"E465_POOLRET72_S366_L002",4,1,4,2,3,4,18,0.761553992,2,0,2,20
"E467_POOLRET72_S201_L002",6,1,2,2,2,2,15,0.84430228,0,1,1,16
"E468_POOLRET73_S562_L003",7,1,3,1,2,0,14,0.711131273,2,0,2,16
"E469_POOLRET72_S383_L002",2,0,1,1,0,3,7,0.594894426,0,1,1,8
"E470_POOLRET72_S323_L002",4,0,6,3,1,3,17,0.959252082,0,0,0,17
"E471_POOLRET73_S483_L003",6,0,2,3,1,5,17,0.88022047,0,2,2,19
"E473_POOLRET72_S263_L002",8,2,6,1,1,4,22,0.833646279,1,0,1,23
"E474_POOLRET72_S266_L002",10,2,3,3,2,0,20,0.957659075,2,1,3,23
"E475_POOLRET72_S196_L002",6,0,0,0,1,2,9,0.683698052,2,0,2,11
"E476_POOLRET72_S362_L002",5,0,2,3,1,4,15,0.960460003,3,1,4,19
"E481_POOLRET72_S296_L002",8,4,1,4,2,5,24,0.90270285,0,4,4,28
"E482_POOLRET73_S468_L003",7,0,1,1,2,4,15,0.952264994,0,0,0,15
"E483_POOLRET72_S381_L002",2,1,3,2,3,2,13,0.954836469,3,1,4,17
"E485_POOLRET72_S372_L002",7,1,6,1,0,0,15,0.821394677,0,0,0,15
"E486_POOLRET73_S531_L003",5,0,3,2,1,3,14,0.896482615,4,0,4,18
"E488_POOLRET72_S195_L002",7,0,3,4,1,2,17,0.943427584,0,0,0,17
"E489_POOLRET73_S488_L003",5,4,0,1,0,1,11,0.812021732,2,0,2,13
"E490_POOLRET72_S288_L002",7,7,0,2,2,3,21,0.896029862,2,1,3,24
"E491_POOLRET72_S214_L002",5,1,0,2,3,2,13,0.883829115,2,2,4,17
"E492_POOLRET73_S508_L003",7,0,4,2,2,1,16,0.861027409,2,1,3,19
"E493_POOLRET72_S227_L002",2,1,2,4,1,2,12,0.972312986,4,4,8,20
"E495_POOLRET72_S211_L002",5,1,3,1,1,5,16,0.92042989,2,1,3,19
"E496_POOLRET73_S535_L003",7,3,3,0,1,2,16,0.708326635,0,0,0,16
"E497_POOLRET73_S392_L003",3,3,1,0,2,2,11,0.941820716,0,0,0,11
"E499_POOLRET72_S231_L002",6,2,6,6,1,2,23,0.815676823,2,0,2,25
"H7GWFDSX7_E405_POOLRET74",4,1,1,5,1,5,17,0.975882094,6,0,6,23
"H7GWFDSX7_E412_POOLRET74",3,1,2,2,1,2,11,0.945762437,2,0,2,13
"H7GWFDSX7_E413_POOLRET74",6,2,2,2,0,1,13,0.9053391,2,0,2,15
"H7GWFDSX7_E423_POOLRET74",2,2,3,2,2,4,15,0.958716317,1,1,2,17
"H7GWFDSX7_E427_POOLRET74",8,1,2,0,3,3,17,0.912185432,0,0,0,17
"H7GWFDSX7_E428_POOLRET74",6,1,2,2,1,1,13,0.976327498,1,1,2,15
"H7GWFDSX7_E443_POOLRET74",14,2,3,0,1,1,21,0.976935547,5,1,6,27
"H7GWFDSX7_E446_POOLRET74",0,0,0,0,0,0,0,0.976929045,0,0,0,0
"H7GWFDSX7_E449_POOLRET74",3,1,5,4,1,0,14,0.809494101,1,1,2,16
"H7GWFDSX7_E450_POOLRET74",6,1,1,3,7,0,18,0.974346263,2,1,3,21
"H7GWFDSX7_E452_POOLRET74",4,1,1,2,1,1,10,0.903529173,1,1,2,12
"H7GWFDSX7_E453_POOLRET74",7,0,3,5,1,6,22,0.909042972,3,1,4,26
"H7GWFDSX7_E454_POOLRET74",4,2,3,3,2,2,16,0.825638363,2,0,2,18
"H7GWFDSX7_E455_POOLRET74",6,3,3,3,2,3,20,0.932200219,1,0,1,21
"H7GWFDSX7_E458_POOLRET74",4,1,0,0,0,2,7,0.568417187,4,0,4,11
"H7GWFDSX7_E459_POOLRET74",10,1,2,3,4,3,23,0.952239457,1,1,2,25
"H7GWFDSX7_E460_POOLRET74",4,1,4,1,0,4,14,0.976029372,1,2,3,17
"H7GWFDSX7_E461_POOLRET74",10,1,6,2,6,2,27,0.953559715,4,1,5,32
"H7GWFDSX7_E462_POOLRET74",6,1,2,2,2,4,17,0.919012479,1,1,2,19
"H7GWFDSX7_E463_POOLRET74",8,1,4,1,3,2,19,0.976506675,2,1,3,22
"H7GWFDSX7_E464_POOLRET74",7,2,8,4,1,2,24,0.952224908,3,3,6,30
"H7GWFDSX7_E466_POOLRET74",10,1,0,1,4,1,17,0.867845073,2,0,2,19
"H7GWFDSX7_E472_POOLRET74",8,2,2,4,2,2,20,0.973469005,0,0,0,20
"H7GWFDSX7_E477_POOLRET74",5,3,4,0,3,3,18,0.953206427,6,0,6,24
"H7GWFDSX7_E478_POOLRET74",8,0,2,1,0,1,12,0.972835898,3,0,3,15
"H7GWFDSX7_E479_POOLRET74",3,5,4,2,0,2,16,0.937390255,2,2,4,20
"H7GWFDSX7_E480_POOLRET74",6,0,2,5,0,2,15,0.882051595,2,0,2,17
"H7GWFDSX7_E484_POOLRET74",5,1,3,2,0,1,12,0.951846582,4,0,4,16
"H7GWFDSX7_E487_POOLRET74",5,3,2,0,1,0,11,0.852438727,1,1,2,13
"H7GWFDSX7_E494_POOLRET74",6,0,0,1,3,3,13,0.972975279,2,1,3,16
"H7GWFDSX7_E498_POOLRET74",10,1,3,3,0,2,19,0.933806728,1,1,2,21
"G201_POOLRET73_S509_L003",3,0,0,1,0,4,8,0.749102134,2,0,2,10
"G202_POOLRET73_S446_L003",3,0,2,4,0,5,14,0.906996014,0,0,0,14
"G203_POOLRET72_S273_L002",4,0,2,5,3,0,14,0.828891157,5,0,5,19
"G204_POOLRET73_S504_L003",7,0,0,1,0,1,9,0.90378869,1,2,3,12
"G206_POOLRET73_S465_L003",8,0,2,2,0,2,14,0.929086268,3,0,3,17
"G209_POOLRET72_S352_L002",0,0,0,0,0,0,0,92,0,0,0,0
"G210_POOLRET73_S494_L003",6,1,0,1,3,1,12,0.955425941,2,1,3,15
"G211_POOLRET73_S395_L003",6,0,2,4,1,1,14,0.823815823,1,2,3,17
"G212_POOLRET73_S396_L003",3,1,2,2,1,2,11,0.945762437,2,0,2,13
"G213_POOLRET72_S193_L002",6,2,2,2,0,1,13,0.9053391,2,0,2,15
"G214_POOLRET72_S332_L002",7,0,6,2,3,3,21,0.939628016,0,0,0,21
"G215_POOLRET72_S264_L002",4,3,2,3,3,4,19,0.920984082,1,0,1,20
"G216_POOLRET73_S502_L003",5,0,0,1,2,0,8,0.934357391,0,0,0,8
"G217_POOLRET73_S397_L003",7,3,4,2,0,3,19,0.758117095,0,1,1,20
"G218_POOLRET73_S521_L003",5,3,0,5,1,1,15,0.93812175,0,0,0,15
"G219_POOLRET73_S574_L003",4,2,1,4,3,0,14,0.869721808,1,0,1,15
"G221_POOLRET72_S308_L002",1,1,0,2,1,0,5,0.865003681,1,1,2,7
"G222_POOLRET72_S297_L002",3,3,2,4,3,0,15,0.915884208,3,0,3,18
"G223_POOLRET73_S451_L003",3,2,3,2,2,4,16,0.958716317,1,1,2,18
"G224_POOLRET73_S441_L003",2,1,3,2,2,5,15,0.935878096,4,0,4,19
"G226_POOLRET72_S258_L002",9,3,3,1,2,1,19,0.9463586,3,2,5,24
"G227_POOLRET72_S377_L002",8,1,2,0,3,4,18,0.912185432,0,0,0,18
"G229_POOLRET73_S539_L003",8,0,4,3,3,1,19,0.944404735,0,1,1,20
"G230_POOLRET73_S458_L003",5,4,4,1,6,3,23,0.956092432,0,0,0,23
"G231_POOLRET73_S457_L003",2,0,2,2,2,1,9,0.957279073,3,2,5,14
"G232_POOLRET73_S558_L003",4,2,4,0,3,0,13,0.777747294,0,0,0,13
"G233_POOLRET72_S242_L002",4,1,1,2,2,1,11,0.823912845,1,1,2,13
"G234_POOLRET72_S215_L002",0,0,0,0,0,0,0,0.777353911,0,0,0,0
"G235_POOLRET73_S570_L003",6,0,2,0,0,4,12,0.730347657,1,0,1,13
"G237_POOLRET72_S307_L002",7,2,8,3,1,4,25,0.934819258,2,1,3,28
"G239_POOLRET73_S444_L003",8,0,3,3,1,1,16,0.904403779,3,0,3,19
"G241_POOLRET73_S452_L003",6,1,3,4,1,0,15,0.934730742,0,2,2,17
"G242_POOLRET72_S286_L002",4,2,3,0,1,1,11,0.944196851,1,6,7,18
"G244_POOLRET73_S408_L003",2,0,4,4,5,4,19,0.947487975,2,0,2,21
"G245_POOLRET73_S519_L003",12,4,3,5,0,2,26,0.942753166,1,2,3,29
"G247_POOLRET73_S530_L003",4,1,2,6,4,1,18,0.932121754,4,2,6,24
"G248_POOLRET73_S387_L003",4,2,2,4,0,1,13,0.953910072,2,0,2,15
"G249_POOLRET72_S198_L002",3,1,5,4,1,0,14,0.809494101,1,1,2,16
"G252_POOLRET73_S481_L003",4,1,1,2,1,1,10,0.903529173,1,1,2,12
"G253_POOLRET73_S431_L003",7,0,3,5,1,6,22,0.909042972,3,1,4,26
"G254_POOLRET73_S447_L003",4,2,3,3,2,2,16,0.825638363,2,0,2,18
"G255_POOLRET72_S237_L002",6,3,3,3,2,3,20,0.932200219,1,0,1,21
"G257_POOLRET73_S540_L003",4,2,1,5,1,4,17,0.873491651,0,0,0,17
"G258_POOLRET73_S473_L003",4,1,0,0,0,2,7,0.568417187,4,0,4,11
"G259_POOLRET73_S428_L003",10,1,2,3,4,3,23,0.952239457,1,1,2,25
"G261_POOLRET72_S254_L002",10,1,6,2,6,2,27,0.953559715,4,1,5,32
"G262_POOLRET73_S394_L003",6,1,2,2,2,4,17,0.919012479,1,1,2,19
"G264_POOLRET73_S470_L003",7,2,8,4,1,2,24,0.952224908,3,3,6,30
"G265_POOLRET72_S298_L002",4,1,4,2,3,4,18,0.761553992,2,0,2,20
"G266_POOLRET73_S407_L003",10,1,0,1,4,1,17,0.867845073,2,0,2,19
"G268_POOLRET72_S342_L002",7,1,3,1,2,0,14,0.711131273,2,0,2,16
"G269_POOLRET73_S573_L003",2,0,1,1,0,3,7,0.594894426,0,1,1,8
"G270_POOLRET72_S345_L002",4,0,6,3,1,3,17,0.959252082,0,0,0,17
"G271_POOLRET73_S413_L003",6,0,2,3,1,5,17,0.88022047,0,2,2,19
"G273_POOLRET73_S525_L003",8,2,6,1,1,4,22,0.833646279,1,0,1,23
"G274_POOLRET72_S271_L002",10,2,3,3,2,0,20,0.957659075,2,1,3,23
"G277_POOLRET72_S364_L002",5,3,4,0,3,3,18,0.953206427,6,0,6,24
"G279_POOLRET72_S305_L002",3,5,4,2,0,2,16,0.937390255,2,2,4,20
"G280_POOLRET73_S487_L003",6,0,2,5,0,2,15,0.882051595,2,0,2,17
"G281_POOLRET73_S422_L003",8,4,1,4,2,5,24,0.90270285,0,4,4,28
"G282_POOLRET72_S248_L002",7,0,1,1,2,4,15,0.952264994,0,0,0,15
"G283_POOLRET73_S427_L003",2,1,3,2,3,2,13,0.954836469,3,1,4,17
"G284_POOLRET73_S463_L003",5,1,3,2,0,1,12,0.951846582,4,0,4,16
"G285_POOLRET72_S325_L002",7,1,6,1,0,0,15,0.821394677,0,0,0,15
"G286_POOLRET73_S548_L003",5,0,3,2,1,3,14,0.896482615,4,0,4,18
"G287_POOLRET73_S549_L003",5,3,2,0,1,0,11,0.852438727,1,1,2,13
"G289_POOLRET73_S537_L003",5,4,0,1,0,1,11,0.812021732,2,0,2,13
"G290_POOLRET73_S426_L003",7,7,0,2,2,3,21,0.896029862,2,1,3,24
"G295_POOLRET73_S434_L003",5,1,3,1,1,5,16,0.92042989,2,1,3,19
"G296_POOLRET73_S386_L003",7,3,3,0,1,2,16,0.708326635,0,0,0,16
"G297_POOLRET72_S331_L002",3,3,1,0,2,2,11,0.941820716,0,0,0,11
"G298_POOLRET72_S306_L002",10,1,3,3,0,2,19,0.933806728,1,1,2,21
"G299_POOLRET72_S349_L002",6,2,6,6,1,2,23,0.815676823,2,0,2,25
"H7GWFDSX7_G200_POOLRET74",3,3,4,5,3,2,20,0.969513942,4,0,4,24
"H7GWFDSX7_G205_POOLRET74",4,1,1,5,1,5,17,0.975882094,6,0,6,23
"H7GWFDSX7_G207_POOLRET74",6,3,5,1,1,4,20,0.930587039,0,1,1,21
"H7GWFDSX7_G208_POOLRET74",4,0,1,2,1,1,9,0.970537142,0,0,0,9
"H7GWFDSX7_G220_POOLRET74",8,1,2,3,2,4,20,0.946096002,3,0,3,23
"H7GWFDSX7_G225_POOLRET74",7,3,0,2,0,3,15,0.95143863,3,1,4,19
"H7GWFDSX7_G228_POOLRET74",6,1,2,2,1,1,13,0.976327498,1,1,2,15
"H7GWFDSX7_G236_POOLRET74",7,2,2,0,0,5,16,0.961339145,1,2,3,19
"H7GWFDSX7_G238_POOLRET74",3,0,4,0,1,5,13,0.971760877,1,2,3,16
"H7GWFDSX7_G240_POOLRET74",5,2,3,3,1,2,16,0.913801812,2,2,4,20
"H7GWFDSX7_G243_POOLRET74",14,2,3,0,1,1,21,0.976935547,5,1,6,27
"H7GWFDSX7_G246_POOLRET74",0,0,0,0,0,0,0,0.976929045,0,0,0,0
"H7GWFDSX7_G250_POOLRET74",6,1,1,3,7,0,18,0.974346263,2,1,3,21
"H7GWFDSX7_G251_POOLRET74",5,5,2,2,2,0,16,0.809340969,1,0,1,17
"H7GWFDSX7_G256_POOLRET74",6,0,3,0,1,1,11,0.939455929,2,1,3,14
"H7GWFDSX7_G260_POOLRET74",4,1,4,1,0,4,14,0.976029372,1,2,3,17
"H7GWFDSX7_G263_POOLRET74",8,1,4,1,3,2,19,0.976506675,2,1,3,22
"H7GWFDSX7_G267_POOLRET74",6,1,2,2,2,2,15,0.84430228,0,1,1,16
"H7GWFDSX7_G272_POOLRET74",8,2,2,4,2,2,20,0.973469005,0,0,0,20
"H7GWFDSX7_G275_POOLRET74",6,0,0,0,1,2,9,0.683698052,2,0,2,11
"H7GWFDSX7_G276_POOLRET74",5,0,2,3,1,4,15,0.960460003,3,1,4,19
"H7GWFDSX7_G278_POOLRET74",8,0,2,1,0,1,12,0.972835898,3,0,3,15
"H7GWFDSX7_G288_POOLRET74",7,0,3,4,1,2,17,0.943427584,0,0,0,17
"H7GWFDSX7_G291_POOLRET74",5,1,0,2,3,2,13,0.883829115,2,2,4,17
"H7GWFDSX7_G292_POOLRET74",7,0,4,2,2,1,16,0.861027409,2,1,3,19
"H7GWFDSX7_G293_POOLRET74",2,1,2,4,1,2,12,0.972312986,4,4,8,20
"H7GWFDSX7_G294_POOLRET74",6,0,0,1,3,3,13,0.972975279,2,1,3,16
