"Sample","GC_to_AT","GC_to_CG","GC_to_TA","AT_to_GC","AT_to_CG","AT_to_TA","Total.snp","Coverage","Deletions","Insertions","Total.indels","Total_mutations"
"E432_POOLRET72_S367_L002",6,2,5,0,3,4,20,0.964160355,3,1,4,24
"E433_POOLRET72_S200_L002",5,1,1,2,3,7,19,0.967951816,3,2,5,24
"E434_POOLRET72_S202_L002",0,0,0,0,0,1,1,0.966688106,0,0,0,1
"E435_POOLRET72_S378_L002",9,0,7,2,1,7,26,0.956196474,2,2,4,30
"E436_POOLRET72_S320_L002",7,2,2,1,1,11,24,0.97690317,2,4,6,30
"E437_POOLRET72_S315_L002",7,2,8,6,5,10,38,0.975022635,6,2,8,46
"E438_POOLRET72_S246_L002",7,0,5,2,3,10,27,0.978818903,3,2,5,32
"E439_POOLRET73_S425_L003",9,0,3,4,2,4,22,0.972085557,4,0,4,26
"E440_POOLRET73_S385_L003",6,3,5,5,2,3,24,0.974696569,6,3,9,33
"E441_POOLRET72_S363_L002",9,2,4,4,2,3,24,0.975011936,3,3,6,30
"E442_POOLRET72_S350_L002",5,3,3,1,1,4,17,0.975687132,4,6,10,27
"E444_POOLRET73_S442_L003",3,0,4,5,6,8,26,0.975686903,2,0,2,28
"E445_POOLRET73_S401_L003",14,4,3,6,1,7,35,0.975292752,3,3,6,41
"E447_POOLRET73_S430_L003",6,1,2,7,5,7,28,0.974693747,6,4,10,38
"E448_POOLRET73_S543_L003",6,2,2,4,2,9,25,0.97635832,3,0,3,28
"E451_POOLRET72_S252_L002",8,7,3,3,2,5,28,0.966519538,3,0,3,31
"E456_POOLRET72_S356_L002",9,0,3,0,2,8,22,0.975407922,2,3,5,27
"E457_POOLRET73_S512_L003",7,2,4,5,1,5,24,0.971795209,4,0,4,28
"E465_POOLRET72_S366_L002",7,1,5,2,3,11,29,0.955193945,4,1,5,34
"E467_POOLRET72_S201_L002",8,1,2,3,3,5,22,0.971931618,2,2,4,26
"E468_POOLRET73_S562_L003",10,1,4,4,3,8,30,0.955343636,4,0,4,34
"E469_POOLRET72_S383_L002",5,0,2,4,1,6,18,0.948536721,1,1,2,20
"E470_POOLRET72_S323_L002",7,2,6,5,1,8,29,0.977295546,1,1,2,31
"E471_POOLRET73_S483_L003",7,0,3,5,3,8,26,0.971039224,1,5,6,32
"E473_POOLRET72_S263_L002",8,3,8,4,1,8,32,0.96986743,4,0,4,36
"E474_POOLRET72_S266_L002",13,3,3,3,6,4,32,0.976553671,4,1,5,37
"E475_POOLRET72_S196_L002",7,1,3,1,1,9,22,0.950087998,5,2,7,29
"E476_POOLRET72_S362_L002",6,2,2,3,1,10,24,0.977634106,6,2,8,32
"E481_POOLRET72_S296_L002",9,4,2,5,3,10,33,0.97199735,2,4,6,39
"E482_POOLRET73_S468_L003",8,0,1,1,4,11,25,0.97593224,2,3,5,30
"E483_POOLRET72_S381_L002",2,2,5,3,5,4,21,0.976446557,4,3,7,28
"E485_POOLRET72_S372_L002",8,1,6,4,1,2,22,0.967223512,4,0,4,26
"E486_POOLRET73_S531_L003",5,1,5,3,2,9,25,0.973087538,6,0,6,31
"E488_POOLRET72_S195_L002",10,0,4,4,2,9,29,0.97518507,2,2,4,33
"E489_POOLRET73_S488_L003",8,4,0,1,3,5,21,0.966218231,3,1,4,25
"E490_POOLRET72_S288_L002",10,8,0,3,3,7,31,0.972880002,5,1,6,37
"E491_POOLRET72_S214_L002",9,2,1,5,4,6,27,0.971217414,6,2,8,35
"E492_POOLRET73_S508_L003",9,1,4,2,2,5,23,0.971187749,3,2,5,28
"E493_POOLRET72_S227_L002",4,1,3,5,1,9,23,0.97861736,6,4,10,33
"E495_POOLRET72_S211_L002",6,1,5,2,1,13,28,0.973704082,4,0,4,32
"E496_POOLRET73_S535_L003",10,5,3,1,1,5,25,0.95718581,1,2,3,28
"E497_POOLRET73_S392_L003",7,3,1,0,2,7,20,0.975721414,2,0,2,22
"E499_POOLRET72_S231_L002",6,2,6,8,1,7,30,0.966589279,3,0,3,33
"H7GWFDSX7_E405_POOLRET74",5,2,2,6,1,12,28,0.980276399,6,2,8,36
"H7GWFDSX7_E412_POOLRET74",3,2,4,2,3,10,24,0.976032822,2,1,3,27
"H7GWFDSX7_E413_POOLRET74",8,2,4,5,3,6,28,0.974966426,6,1,7,35
"H7GWFDSX7_E423_POOLRET74",2,2,3,2,3,10,22,0.977437689,1,3,4,26
"H7GWFDSX7_E427_POOLRET74",9,1,3,0,3,10,26,0.974425565,0,0,0,26
"H7GWFDSX7_E428_POOLRET74",6,2,2,3,1,5,19,0.980204814,3,1,4,23
"H7GWFDSX7_E443_POOLRET74",15,2,3,1,2,6,29,0.980491702,11,1,12,41
"H7GWFDSX7_E446_POOLRET74",0,0,0,0,0,1,1,0.98045759,0,0,0,1
"H7GWFDSX7_E449_POOLRET74",4,2,5,5,3,6,25,0.965858432,2,1,3,28
"H7GWFDSX7_E450_POOLRET74",7,3,2,4,7,4,27,0.979434021,4,1,5,32
"H7GWFDSX7_E452_POOLRET74",5,1,3,4,2,4,19,0.973632168,3,2,5,24
"H7GWFDSX7_E453_POOLRET74",8,1,5,6,1,9,30,0.973158385,5,3,8,38
"H7GWFDSX7_E454_POOLRET74",5,2,5,3,3,7,25,0.966699613,4,1,5,30
"H7GWFDSX7_E455_POOLRET74",10,3,3,3,2,7,28,0.975124883,3,0,3,31
"H7GWFDSX7_E458_POOLRET74",9,1,3,3,0,7,23,0.943608197,8,0,8,31
"H7GWFDSX7_E459_POOLRET74",10,2,2,3,7,4,28,0.976615852,2,1,3,31
"H7GWFDSX7_E460_POOLRET74",8,1,6,2,2,11,30,0.980036855,3,2,5,35
"H7GWFDSX7_E461_POOLRET74",14,1,7,3,7,4,36,0.977258412,5,4,9,45
"H7GWFDSX7_E462_POOLRET74",6,1,3,2,2,6,20,0.974310495,1,5,6,26
"H7GWFDSX7_E463_POOLRET74",8,1,5,2,3,9,28,0.980336865,2,3,5,33
"H7GWFDSX7_E464_POOLRET74",10,3,9,5,1,6,34,0.977576172,8,4,12,46
"H7GWFDSX7_E466_POOLRET74",12,1,2,1,5,6,27,0.971299887,2,1,3,30
"H7GWFDSX7_E472_POOLRET74",9,2,3,6,2,6,28,0.979084841,0,0,0,28
"H7GWFDSX7_E477_POOLRET74",5,3,4,1,6,7,26,0.976434153,8,1,9,35
"H7GWFDSX7_E478_POOLRET74",11,0,3,3,0,3,20,0.978988238,4,0,4,24
"H7GWFDSX7_E479_POOLRET74",5,5,4,3,0,3,20,0.975571005,4,3,7,27
"H7GWFDSX7_E480_POOLRET74",10,0,2,6,1,9,28,0.971517564,4,0,4,32
"H7GWFDSX7_E484_POOLRET74",5,2,3,2,0,1,13,0.977079694,5,0,5,18
"H7GWFDSX7_E487_POOLRET74",8,5,2,4,3,5,27,0.971705157,3,2,5,32
"H7GWFDSX7_E494_POOLRET74",8,0,0,2,4,5,19,0.979139206,5,2,7,26
"H7GWFDSX7_E498_POOLRET74",11,1,3,4,0,8,27,0.975487614,5,3,8,35
"G201_POOLRET73_S509_L003",8,1,1,1,1,14,26,0.963420404,5,1,6,32
"G202_POOLRET73_S446_L003",5,0,3,5,0,8,21,0.973925916,2,1,3,24
"G203_POOLRET72_S273_L002",5,1,3,7,7,4,27,0.967777904,8,4,12,39
"G204_POOLRET73_S504_L003",9,0,1,2,1,4,17,0.972804508,2,2,4,21
"G206_POOLRET73_S465_L003",10,1,2,2,0,5,20,0.974240914,5,0,5,25
"G209_POOLRET72_S352_L002",0,0,0,0,0,0,0,97,0,0,0,0
"G210_POOLRET73_S494_L003",8,3,0,1,3,5,20,0.976774568,6,2,8,28
"G211_POOLRET73_S395_L003",9,0,3,5,1,2,20,0.966869516,1,2,3,23
"G212_POOLRET73_S396_L003",3,2,4,2,3,10,24,0.976032822,2,1,3,27
"G213_POOLRET72_S193_L002",8,2,4,5,3,6,28,0.974966426,6,1,7,35
"G214_POOLRET72_S332_L002",12,0,6,2,3,8,31,0.974958898,0,3,3,34
"G215_POOLRET72_S264_L002",4,3,4,3,3,7,24,0.973252884,3,0,3,27
"G216_POOLRET73_S502_L003",8,1,0,1,2,5,17,0.975159314,0,0,0,17
"G217_POOLRET73_S397_L003",13,3,4,3,0,6,29,0.96275148,2,1,3,32
"G218_POOLRET73_S521_L003",6,3,0,7,2,13,31,0.9751713,1,1,2,33
"G219_POOLRET73_S574_L003",5,4,2,6,6,7,30,0.971488717,1,0,1,31
"G221_POOLRET72_S308_L002",2,1,0,3,1,3,10,0.969476918,1,2,3,13
"G222_POOLRET72_S297_L002",3,3,3,5,3,5,22,0.973466492,4,2,6,28
"G223_POOLRET73_S451_L003",3,2,3,2,3,10,23,0.977437689,1,3,4,27
"G224_POOLRET73_S441_L003",2,2,3,3,2,8,20,0.974935914,8,1,9,29
"G226_POOLRET72_S258_L002",9,3,5,3,2,8,30,0.975244979,7,4,11,41
"G227_POOLRET72_S377_L002",9,1,3,0,3,11,27,0.974425565,0,0,0,27
"G229_POOLRET73_S539_L003",10,0,4,3,4,6,27,0.975516601,3,1,4,31
"G230_POOLRET73_S458_L003",6,4,4,1,6,9,30,0.976039463,1,1,2,32
"G231_POOLRET73_S457_L003",4,0,4,2,4,2,16,0.976791001,5,5,10,26
"G232_POOLRET73_S558_L003",6,2,5,0,3,4,20,0.964160355,3,1,4,24
"G233_POOLRET72_S242_L002",5,1,1,2,3,7,19,0.967951816,3,2,5,24
"G234_POOLRET72_S215_L002",0,0,0,0,0,0,0,0.966688106,0,0,0,0
"G235_POOLRET73_S570_L003",9,0,7,2,1,7,26,0.956196474,2,2,4,30
"G237_POOLRET72_S307_L002",7,2,8,6,5,10,38,0.975022635,6,2,8,46
"G239_POOLRET73_S444_L003",9,0,3,4,2,4,22,0.972085557,4,0,4,26
"G241_POOLRET73_S452_L003",9,2,4,4,2,3,24,0.975011936,3,3,6,30
"G242_POOLRET72_S286_L002",5,3,3,1,1,4,17,0.975687132,4,6,10,27
"G244_POOLRET73_S408_L003",3,0,4,5,6,8,26,0.975686903,2,0,2,28
"G245_POOLRET73_S519_L003",14,4,3,6,1,7,35,0.975292752,3,3,6,41
"G247_POOLRET73_S530_L003",6,1,2,7,5,7,28,0.974693747,6,4,10,38
"G248_POOLRET73_S387_L003",6,2,2,4,2,9,25,0.97635832,3,0,3,28
"G249_POOLRET72_S198_L002",4,2,5,5,3,6,25,0.965858432,2,1,3,28
"G252_POOLRET73_S481_L003",5,1,3,4,2,4,19,0.973632168,3,2,5,24
"G253_POOLRET73_S431_L003",8,1,5,6,1,9,30,0.973158385,5,3,8,38
"G254_POOLRET73_S447_L003",5,2,5,3,3,7,25,0.966699613,4,1,5,30
"G255_POOLRET72_S237_L002",10,3,3,3,2,7,28,0.975124883,3,0,3,31
"G257_POOLRET73_S540_L003",7,2,4,5,1,6,25,0.971795209,4,0,4,29
"G258_POOLRET73_S473_L003",9,1,3,3,0,7,23,0.943608197,8,0,8,31
"G259_POOLRET73_S428_L003",10,2,2,3,7,4,28,0.976615852,2,1,3,31
"G261_POOLRET72_S254_L002",14,1,7,3,7,4,36,0.977258412,5,4,9,45
"G262_POOLRET73_S394_L003",6,1,3,2,2,6,20,0.974310495,1,5,6,26
"G264_POOLRET73_S470_L003",10,3,9,5,1,6,34,0.977576172,8,4,12,46
"G265_POOLRET72_S298_L002",7,1,5,2,3,11,29,0.955193945,4,1,5,34
"G266_POOLRET73_S407_L003",12,1,2,1,5,6,27,0.971299887,2,1,3,30
"G268_POOLRET72_S342_L002",10,1,4,4,3,8,30,0.955343636,4,0,4,34
"G269_POOLRET73_S573_L003",5,0,2,4,1,6,18,0.948536721,1,1,2,20
"G270_POOLRET72_S345_L002",7,2,6,5,1,8,29,0.977295546,1,1,2,31
"G271_POOLRET73_S413_L003",7,0,3,5,3,7,25,0.971039224,1,5,6,31
"G273_POOLRET73_S525_L003",8,3,8,4,1,7,31,0.96986743,4,0,4,35
"G274_POOLRET72_S271_L002",13,3,3,3,6,4,32,0.976553671,4,1,5,37
"G277_POOLRET72_S364_L002",5,3,4,1,6,8,27,0.976434153,8,1,9,36
"G279_POOLRET72_S305_L002",5,5,4,3,0,3,20,0.975571005,4,3,7,27
"G280_POOLRET73_S487_L003",10,0,2,6,1,9,28,0.971517564,4,0,4,32
"G281_POOLRET73_S422_L003",9,4,2,5,3,10,33,0.97199735,2,4,6,39
"G282_POOLRET72_S248_L002",8,0,1,1,4,11,25,0.97593224,2,3,5,30
"G283_POOLRET73_S427_L003",2,2,5,3,5,4,21,0.976446557,4,3,7,28
"G284_POOLRET73_S463_L003",5,2,3,2,0,1,13,0.977079694,5,0,5,18
"G285_POOLRET72_S325_L002",8,1,6,4,1,2,22,0.967223512,4,0,4,26
"G286_POOLRET73_S548_L003",5,1,5,3,2,11,27,0.973087538,6,0,6,33
"G287_POOLRET73_S549_L003",8,5,2,4,3,5,27,0.971705157,3,2,5,32
"G289_POOLRET73_S537_L003",8,4,0,1,3,5,21,0.966218231,3,1,4,25
"G290_POOLRET73_S426_L003",10,8,0,3,3,7,31,0.972880002,5,1,6,37
"G295_POOLRET73_S434_L003",6,1,5,2,1,13,28,0.973704082,4,0,4,32
"G296_POOLRET73_S386_L003",10,5,3,1,1,5,25,0.95718581,1,2,3,28
"G297_POOLRET72_S331_L002",7,3,1,0,2,7,20,0.975721414,2,0,2,22
"G298_POOLRET72_S306_L002",11,1,3,4,0,7,26,0.975487614,5,3,8,34
"G299_POOLRET72_S349_L002",6,2,6,8,1,7,30,0.966589279,3,0,3,33
"H7GWFDSX7_G200_POOLRET74",4,3,4,6,6,4,27,0.977850776,7,0,7,34
"H7GWFDSX7_G205_POOLRET74",5,2,2,6,1,12,28,0.980276399,6,2,8,36
"H7GWFDSX7_G207_POOLRET74",8,4,6,4,2,10,34,0.97472089,1,2,3,37
"H7GWFDSX7_G208_POOLRET74",5,0,2,2,1,6,16,0.97808683,0,2,2,18
"H7GWFDSX7_G220_POOLRET74",9,1,3,3,2,10,28,0.9758207,7,1,8,36
"H7GWFDSX7_G225_POOLRET74",9,3,0,3,1,9,25,0.97716146,5,1,6,31
"H7GWFDSX7_G228_POOLRET74",6,2,2,3,1,6,20,0.980204814,3,1,4,24
"H7GWFDSX7_G236_POOLRET74",7,2,2,1,1,11,24,0.97690317,2,4,6,30
"H7GWFDSX7_G238_POOLRET74",7,0,5,2,3,12,29,0.978818903,3,2,5,34
"H7GWFDSX7_G240_POOLRET74",6,3,5,5,2,2,23,0.974696569,6,3,9,32
"H7GWFDSX7_G243_POOLRET74",15,2,3,1,2,5,28,0.980491702,11,1,12,40
"H7GWFDSX7_G246_POOLRET74",0,0,0,0,0,0,0,0.98045759,0,0,0,0
"H7GWFDSX7_G250_POOLRET74",7,3,2,4,7,4,27,0.979434021,4,1,5,32
"H7GWFDSX7_G251_POOLRET74",8,7,3,3,2,5,28,0.966519538,3,0,3,31
"H7GWFDSX7_G256_POOLRET74",9,0,3,0,2,8,22,0.975407922,2,3,5,27
"H7GWFDSX7_G260_POOLRET74",8,1,6,2,2,11,30,0.980036855,3,2,5,35
"H7GWFDSX7_G263_POOLRET74",8,1,5,2,3,9,28,0.980336865,2,2,4,32
"H7GWFDSX7_G267_POOLRET74",8,1,2,3,3,5,22,0.971931618,2,2,4,26
"H7GWFDSX7_G272_POOLRET74",9,2,3,6,2,6,28,0.979084841,0,0,0,28
"H7GWFDSX7_G275_POOLRET74",7,1,3,1,1,8,21,0.950087998,5,2,7,28
"H7GWFDSX7_G276_POOLRET74",6,2,2,3,1,10,24,0.977634106,6,2,8,32
"H7GWFDSX7_G278_POOLRET74",11,0,3,3,0,3,20,0.978988238,4,0,4,24
"H7GWFDSX7_G288_POOLRET74",10,0,4,4,2,9,29,0.97518507,2,3,5,34
"H7GWFDSX7_G291_POOLRET74",9,2,1,5,4,7,28,0.971217414,6,2,8,36
"H7GWFDSX7_G292_POOLRET74",9,1,4,2,2,5,23,0.971187749,3,2,5,28
"H7GWFDSX7_G293_POOLRET74",4,1,3,5,1,9,23,0.97861736,6,4,10,33
"H7GWFDSX7_G294_POOLRET74",8,0,0,2,4,5,19,0.979139206,5,2,7,26
