"Sample","Line","Replicate","GC_to_AT","GC_to_CG","GC_to_TA","AT_to_GC","AT_to_CG","AT_to_TA","Total.snp","Coverage","Deletions","Insertions","Total.indels","Total_mutations"
"E470_POOLRET72_S323_L002",470,1,13,3,7,8,6,13,50,0.977295546,7,3,10,60
"E471_POOLRET73_S483_L003",471,1,13,3,5,10,5,19,55,0.971039224,7,7,14,69
"E473_POOLRET72_S263_L002",473,1,14,6,12,6,3,13,54,0.96986743,8,4,12,66
"E474_POOLRET72_S266_L002",474,1,18,5,7,5,10,11,56,0.976553671,6,6,12,68
"E475_POOLRET72_S196_L002",475,1,16,4,6,5,3,17,51,0.950087998,11,5,16,67
"E476_POOLRET72_S362_L002",476,1,18,6,4,11,4,17,60,0.977634106,9,4,13,73
"E481_POOLRET72_S296_L002",481,1,17,4,6,6,4,14,51,0.97199735,7,5,12,63
"E482_POOLRET73_S468_L003",482,1,17,1,3,4,4,22,51,0.97593224,11,5,16,67
"E483_POOLRET72_S381_L002",483,1,6,6,10,8,10,18,58,0.976446557,12,9,21,79
"E485_POOLRET72_S372_L002",485,1,19,7,12,12,3,9,62,0.967223512,12,4,16,78
"E486_POOLRET73_S531_L003",486,1,9,2,13,6,10,14,54,0.973087538,14,2,16,70
"E488_POOLRET72_S195_L002",488,1,17,4,9,8,6,19,63,0.97518507,15,4,19,82
"E489_POOLRET73_S488_L003",489,1,19,6,2,5,4,9,45,0.966218231,5,3,8,53
"E490_POOLRET72_S288_L002",490,1,16,12,4,5,4,11,52,0.972880002,8,3,11,63
"E491_POOLRET72_S214_L002",491,1,16,3,2,8,9,11,49,0.971217414,9,7,16,65
"E492_POOLRET73_S508_L003",492,1,15,2,8,4,4,13,46,0.971187749,10,8,18,64
"E493_POOLRET72_S227_L002",493,1,12,6,7,10,1,13,49,0.97861736,9,7,16,65
"E495_POOLRET72_S211_L002",495,1,14,6,5,8,3,24,60,0.973704082,6,8,14,74
"E496_POOLRET73_S535_L003",496,1,17,5,5,5,5,10,47,0.95718581,8,5,13,60
"E497_POOLRET73_S392_L003",497,1,18,5,8,4,7,16,58,0.975721414,9,2,11,69
"E499_POOLRET72_S231_L002",499,1,13,7,8,9,1,14,52,0.966589279,8,1,9,61
"H7GWFDSX7_E405_POOLRET74",405,1,19,4,3,7,3,17,53,0.980276399,19,14,33,86
"H7GWFDSX7_E412_POOLRET74",412,1,9,4,7,2,6,18,46,0.976032822,11,4,15,61
"H7GWFDSX7_E413_POOLRET74",413,1,11,5,5,8,4,14,47,0.974966426,11,9,20,67
"H7GWFDSX7_E423_POOLRET74",423,1,15,6,7,6,4,19,57,0.977437689,3,6,9,66
"H7GWFDSX7_E427_POOLRET74",427,1,16,2,8,1,7,21,55,0.974425565,7,2,9,64
"H7GWFDSX7_E428_POOLRET74",428,1,19,3,4,6,4,12,48,0.980204814,10,3,13,61
"H7GWFDSX7_E443_POOLRET74",443,1,21,4,5,7,5,14,56,0.980491702,18,6,24,80
"H7GWFDSX7_E446_POOLRET74",446,1,13,6,11,9,8,11,58,0.98045759,10,11,21,79
"H7GWFDSX7_E449_POOLRET74",449,1,9,5,11,9,6,11,51,0.965858432,5,3,8,59
"H7GWFDSX7_E450_POOLRET74",450,1,14,4,4,11,7,14,54,0.979434021,11,3,14,68
"H7GWFDSX7_E452_POOLRET74",452,1,14,5,6,7,5,8,45,0.973632168,9,5,14,59
"H7GWFDSX7_E453_POOLRET74",453,1,16,3,9,8,4,17,57,0.973158385,10,9,19,76
"H7GWFDSX7_E454_POOLRET74",454,1,13,2,8,9,3,10,45,0.966699613,11,4,15,60
"H7GWFDSX7_E455_POOLRET74",455,1,23,3,6,6,8,17,63,0.975124883,5,2,7,70
"H7GWFDSX7_E458_POOLRET74",458,1,16,5,6,4,3,14,48,0.943608197,15,6,21,69
"H7GWFDSX7_E459_POOLRET74",459,1,22,7,6,8,10,11,64,0.976615852,7,3,10,74
"H7GWFDSX7_E460_POOLRET74",460,1,15,3,11,6,5,18,58,0.980036855,15,6,21,79
"H7GWFDSX7_E461_POOLRET74",461,1,22,1,15,5,8,16,67,0.977258412,9,6,15,82
"H7GWFDSX7_E462_POOLRET74",462,1,15,3,6,6,4,21,55,0.974310495,4,15,19,74
"H7GWFDSX7_E463_POOLRET74",463,1,15,1,8,7,6,20,57,0.980336865,12,6,18,75
"H7GWFDSX7_E464_POOLRET74",464,1,15,6,15,9,3,16,64,0.977576172,11,6,17,81
"H7GWFDSX7_E466_POOLRET74",466,1,16,2,3,6,6,15,48,0.971299887,7,6,13,61
"H7GWFDSX7_E472_POOLRET74",472,1,11,3,4,7,4,12,41,0.979084841,4,3,7,48
"H7GWFDSX7_E477_POOLRET74",477,1,14,8,7,4,9,14,56,0.976434153,16,4,20,76
"H7GWFDSX7_E478_POOLRET74",478,1,16,3,7,7,2,14,49,0.978988238,12,2,14,63
"H7GWFDSX7_E479_POOLRET74",479,1,16,8,5,7,2,10,48,0.975571005,10,6,16,64
"H7GWFDSX7_E480_POOLRET74",480,1,18,3,5,8,2,18,54,0.971517564,11,2,13,67
"H7GWFDSX7_E484_POOLRET74",484,1,16,5,5,4,5,12,47,0.977079694,10,2,12,59
"H7GWFDSX7_E487_POOLRET74",487,1,15,5,5,7,4,10,46,0.971705157,8,2,10,56
"H7GWFDSX7_E494_POOLRET74",494,1,19,1,2,5,5,18,50,0.979139206,12,4,16,66
"H7GWFDSX7_E498_POOLRET74",498,1,16,4,7,7,0,18,52,0.975487614,21,7,28,80
"G201_POOLRET73_S509_L003",401,1,15,2,5,8,4,24,58,0.963420404,6,5,11,69
"G202_POOLRET73_S446_L003",402,2,9,3,7,7,1,18,45,0.973925916,6,6,12,57
"G203_POOLRET72_S273_L002",403,2,13,2,6,11,10,10,52,0.967777904,15,5,20,72
"G204_POOLRET73_S504_L003",404,2,13,0,2,7,5,17,44,0.972804508,4,5,9,53
"G206_POOLRET73_S465_L003",406,2,18,5,4,5,5,15,52,0.974240914,12,4,16,68
"G209_POOLRET72_S352_L002",409,2,18,7,9,7,6,13,60,97,8,6,14,74
"G210_POOLRET73_S494_L003",410,2,18,4,3,6,5,14,50,0.976774568,11,8,19,69
"G211_POOLRET73_S395_L003",411,2,19,3,8,8,5,10,53,0.966869516,9,3,12,65
"G212_POOLRET73_S396_L003",412,2,19,3,5,4,5,17,53,0.976032822,5,6,11,64
"G213_POOLRET72_S193_L002",413,2,16,2,7,9,5,12,51,0.974966426,9,4,13,64
"G214_POOLRET72_S332_L002",414,2,19,2,9,10,5,14,59,0.974958898,5,6,11,70
"G215_POOLRET72_S264_L002",415,2,14,4,4,6,8,20,56,0.973252884,6,3,9,65
"G216_POOLRET73_S502_L003",416,2,10,1,4,1,3,7,26,0.975159314,1,0,1,27
"G217_POOLRET73_S397_L003",417,2,20,4,7,9,0,11,51,0.96275148,7,4,11,62
"G218_POOLRET73_S521_L003",418,2,11,3,2,8,4,23,51,0.9751713,5,4,9,60
"G219_POOLRET73_S574_L003",419,2,10,7,2,9,8,17,53,0.971488717,8,1,9,62
"G221_POOLRET72_S308_L002",421,2,5,2,5,5,1,13,31,0.969476918,7,6,13,44
"G222_POOLRET72_S297_L002",422,2,7,10,7,8,4,10,46,0.973466492,12,11,23,69
"G223_POOLRET73_S451_L003",423,2,9,7,7,7,7,17,54,0.977437689,5,4,9,63
"G224_POOLRET73_S441_L003",424,2,10,3,9,6,4,20,52,0.974935914,12,2,14,66
"G226_POOLRET72_S258_L002",426,2,18,4,9,11,2,13,57,0.975244979,23,78,101,158
"G227_POOLRET72_S377_L002",427,2,20,1,7,5,5,22,60,0.974425565,1,3,4,64
"G229_POOLRET73_S539_L003",429,2,15,2,8,9,5,9,48,0.975516601,11,3,14,62
"G230_POOLRET73_S458_L003",430,2,10,4,6,3,8,11,42,0.976039463,3,1,4,46
"G231_POOLRET73_S457_L003",431,2,10,2,7,3,6,8,36,0.976791001,10,7,17,53
"G232_POOLRET73_S558_L003",432,2,12,3,8,2,3,13,41,0.964160355,6,4,10,51
"G233_POOLRET72_S242_L002",433,2,15,3,1,2,7,15,43,0.967951816,5,4,9,52
"G234_POOLRET72_S215_L002",434,2,2,3,1,1,1,2,10,0.966688106,5,0,5,15
"G235_POOLRET73_S570_L003",435,2,19,2,8,4,4,15,52,0.956196474,6,4,10,62
"G237_POOLRET72_S307_L002",437,2,10,2,11,12,7,16,58,0.975022635,7,11,18,76
"G239_POOLRET73_S444_L003",439,2,9,2,5,6,3,8,33,0.972085557,7,0,7,40
"G241_POOLRET73_S452_L003",441,2,18,2,6,6,4,6,42,0.975011936,8,4,12,54
"G242_POOLRET72_S286_L002",442,2,9,3,6,4,2,10,34,0.975687132,10,8,18,52
"G244_POOLRET73_S408_L003",444,2,9,5,6,8,7,16,51,0.975686903,7,7,14,65
"G245_POOLRET73_S519_L003",445,2,25,5,4,10,5,16,65,0.975292752,5,3,8,73
"G247_POOLRET73_S530_L003",447,2,10,3,4,8,10,10,45,0.974693747,9,7,16,61
"G248_POOLRET73_S387_L003",448,2,11,3,4,5,3,15,41,0.97635832,8,1,9,50
"G249_POOLRET72_S198_L002",449,2,10,4,11,6,4,13,48,0.965858432,6,1,7,55
"G252_POOLRET73_S481_L003",452,2,15,7,5,6,3,10,46,0.973632168,14,7,21,67
"G253_POOLRET73_S431_L003",453,2,17,3,7,9,9,11,56,0.973158385,9,6,15,71
"G254_POOLRET73_S447_L003",454,2,9,3,7,7,4,14,44,0.966699613,6,2,8,52
"G255_POOLRET72_S237_L002",455,2,18,5,6,5,5,19,58,0.975124883,6,3,9,67
"G257_POOLRET73_S540_L003",457,2,13,5,6,11,5,12,52,0.971795209,9,3,12,64
"G258_POOLRET73_S473_L003",458,2,20,7,8,4,2,17,58,0.943608197,16,6,22,80
"G259_POOLRET73_S428_L003",459,2,19,6,4,6,9,11,55,0.976615852,6,5,11,66
"G261_POOLRET72_S254_L002",461,2,24,2,12,8,8,13,67,0.977258412,6,8,14,81
"G262_POOLRET73_S394_L003",462,2,11,3,7,10,3,15,49,0.974310495,7,6,13,62
"G264_POOLRET73_S470_L003",464,2,16,3,14,10,8,10,61,0.977576172,18,13,31,92
"G265_POOLRET72_S298_L002",465,2,17,3,9,7,6,17,59,0.955193945,9,6,15,74
"G266_POOLRET73_S407_L003",466,2,18,3,6,2,10,14,53,0.971299887,8,4,12,65
"G268_POOLRET72_S342_L002",468,2,17,3,9,10,7,19,65,0.955343636,8,4,12,77
"G269_POOLRET73_S573_L003",469,2,14,3,9,9,2,13,50,0.948536721,4,3,7,57
"G270_POOLRET72_S345_L002",470,2,11,3,9,8,1,14,46,0.977295546,3,2,5,51
"G271_POOLRET73_S413_L003",471,2,17,2,7,7,7,12,52,0.971039224,2,7,9,61
"G273_POOLRET73_S525_L003",473,2,15,5,12,5,2,9,48,0.96986743,7,2,9,57
"G274_POOLRET72_S271_L002",474,2,18,5,7,8,8,7,53,0.976553671,7,1,8,61
"G277_POOLRET72_S364_L002",477,2,12,5,6,6,10,14,53,0.976434153,11,9,20,73
"G279_POOLRET72_S305_L002",479,2,12,10,11,5,0,8,46,0.975571005,7,9,16,62
"G280_POOLRET73_S487_L003",480,2,23,1,4,11,5,20,64,0.971517564,10,2,12,76
"G281_POOLRET73_S422_L003",481,2,15,5,4,8,4,17,53,0.97199735,6,6,12,65
"G282_POOLRET72_S248_L002",482,2,16,4,2,8,6,22,58,0.97593224,7,9,16,74
"G283_POOLRET73_S427_L003",483,2,10,4,5,5,10,11,45,0.976446557,5,5,10,55
"G284_POOLRET73_S463_L003",484,2,10,6,7,7,4,4,38,0.977079694,8,5,13,51
"G285_POOLRET72_S325_L002",485,2,20,4,8,7,8,12,59,0.967223512,21,10,31,90
"G286_POOLRET73_S548_L003",486,2,10,3,9,6,5,17,50,0.973087538,7,3,10,60
"G287_POOLRET73_S549_L003",487,2,14,7,4,8,4,11,48,0.971705157,8,3,11,59
"G289_POOLRET73_S537_L003",489,2,15,6,4,6,3,9,43,0.966218231,6,4,10,53
"G290_POOLRET73_S426_L003",490,2,17,8,8,4,5,12,54,0.972880002,7,1,8,62
"G295_POOLRET73_S434_L003",495,2,17,3,10,10,4,18,62,0.973704082,7,5,12,74
"G296_POOLRET73_S386_L003",496,2,18,5,7,5,4,9,48,0.95718581,3,6,9,57
"G297_POOLRET72_S331_L002",497,2,15,4,7,5,5,12,48,0.975721414,6,7,13,61
"G298_POOLRET72_S306_L002",498,2,19,5,9,9,4,21,67,0.975487614,11,3,14,81
"G299_POOLRET72_S349_L002",499,2,13,2,8,8,5,12,48,0.966589279,11,3,14,62
"H7GWFDSX7_G200_POOLRET74",400,2,14,4,6,9,8,13,54,0.977850776,10,2,12,66
"H7GWFDSX7_G205_POOLRET74",405,2,18,5,7,9,5,17,61,0.980276399,12,5,17,78
"H7GWFDSX7_G207_POOLRET74",407,2,18,6,11,9,5,17,66,0.97472089,8,7,15,81
"H7GWFDSX7_G208_POOLRET74",408,2,16,7,5,3,3,11,45,0.97808683,14,6,20,65
"H7GWFDSX7_G220_POOLRET74",420,2,16,7,11,8,2,18,62,0.9758207,12,2,14,76
"H7GWFDSX7_G225_POOLRET74",425,2,15,5,3,7,4,19,53,0.97716146,12,4,16,69
"H7GWFDSX7_G228_POOLRET74",428,2,12,2,4,8,2,12,40,0.980204814,9,10,19,59
"H7GWFDSX7_G236_POOLRET74",436,2,14,5,6,10,3,20,58,0.97690317,10,8,18,76
"H7GWFDSX7_G238_POOLRET74",438,2,9,4,7,4,5,24,53,0.978818903,11,3,14,67
"H7GWFDSX7_G240_POOLRET74",440,2,12,5,10,7,4,10,48,0.974696569,10,4,14,62
"H7GWFDSX7_G243_POOLRET74",443,2,20,2,8,4,3,16,53,0.980491702,18,3,21,74
"H7GWFDSX7_G246_POOLRET74",446,2,3,3,1,1,1,6,15,0.98045759,3,0,3,18
"H7GWFDSX7_G250_POOLRET74",450,2,17,4,5,11,8,11,56,0.979434021,10,5,15,71
"H7GWFDSX7_G251_POOLRET74",451,2,18,7,7,10,6,20,68,0.966519538,10,3,13,81
"H7GWFDSX7_G256_POOLRET74",456,2,12,1,4,4,3,18,42,0.975407922,9,6,15,57
"H7GWFDSX7_G260_POOLRET74",460,2,18,4,9,8,2,19,60,0.980036855,7,3,10,70
"H7GWFDSX7_G263_POOLRET74",463,2,13,2,7,6,8,19,55,0.980336865,3,5,8,63
"H7GWFDSX7_G267_POOLRET74",467,2,16,3,6,6,5,13,49,0.971931618,8,7,15,64
"H7GWFDSX7_G272_POOLRET74",472,2,11,2,3,7,2,9,34,0.979084841,2,0,2,36
"H7GWFDSX7_G275_POOLRET74",475,2,12,3,3,4,3,12,37,0.950087998,10,3,13,50
"H7GWFDSX7_G276_POOLRET74",476,2,13,4,5,8,2,19,51,0.977634106,12,3,15,66
"H7GWFDSX7_G278_POOLRET74",478,2,16,2,7,7,2,12,46,0.978988238,9,3,12,58
"H7GWFDSX7_G288_POOLRET74",488,2,19,1,4,14,6,19,63,0.97518507,7,7,14,77
"H7GWFDSX7_G291_POOLRET74",491,2,15,4,1,10,6,15,51,0.971217414,9,4,13,64
"H7GWFDSX7_G292_POOLRET74",492,2,20,2,7,4,6,9,48,0.971187749,9,7,16,64
"H7GWFDSX7_G293_POOLRET74",493,2,13,5,5,8,3,14,48,0.97861736,14,8,22,70
"H7GWFDSX7_G294_POOLRET74",494,2,17,2,1,8,5,14,47,0.979139206,8,7,15,62
