Unnamed: 0,Tr,Block,Gen,Genassay,Linex,Sublinex,CI,lnCI,lnCIx,O1_totalmutsx,O2_totalmutsx,Totalmutsx,GenotypeIndex
1025,MA,3,,G300,444,444.2,0.272727273,-1.299282984,-1.299282984,32.0,39.0,72.0,146
1026,MA,3,,G300,444,444.2,0.058139535,-2.844909384,-2.844909384,32.0,39.0,72.0,146
1027,MA,3,,G300,444,444.2,0.110526316,-2.202501634,-2.202501634,32.0,39.0,72.0,146
1028,MA,3,,G300,445,445.2,0.108910891,-2.217225244,-2.217225244,43.0,33.0,76.0,147
1029,MA,3,,G300,445,445.2,0.632352941,-0.458307589,-0.458307589,43.0,33.0,76.0,147
1030,MA,3,,G300,445,445.2,0.446280992,-0.806806499,-0.806806499,43.0,33.0,76.0,147
1031,MA,3,,G300,446,446.2,0.274853801,-1.291515955,-1.291515955,4.0,26.0,30.0,148
1032,MA,3,,G300,446,446.2,0.572368421,-0.557972402,-0.557972402,4.0,26.0,30.0,148
1033,MA,3,,G300,446,446.2,0.272727273,-1.299282984,-1.299282984,4.0,26.0,30.0,148
1034,MA,3,,G300,446,446.2,0.476190476,-0.741937345,-0.741937345,4.0,26.0,30.0,148
1035,MA,3,,G300,446,446.2,0.201005025,-1.604425371,-1.604425371,4.0,26.0,30.0,148
